,station,lat,lon,time,weather,weatherfont,weathersymbol,weathercolour,temperature,pressure,sl_pressure,dewpoint,windspeed,winddir,visibility,visual_range,cloudcover,pressure3h_change,rain,wwletter
3076,EFKE,65.7787,24.5821,2024-04-30 00:20:00,,,,,2.0,1016.0,2272.2306840960036,2.0,6.0,30.0,10000.0,99999,,1255.4306840960037,0.2,111600030610020202030160427225112554600207000080000
3077,EFKK,63.7212,23.1431,2024-04-30 00:20:00,41.0,36.0,J,yellow,3.0,1020.0,2165.5661756150907,3.0,7.0,220.0,2100.0,99999,,1147.5661756150907,0.0,111100220710030203030200416555111475600007410080000
3079,EFMA,60.1222,19.8982,2024-04-30 00:20:00,,,,,7.0,1026.0,1112.640341195517,2.0,3.0,250.0,10000.0,99999,,87.64034119551707,0.0,1116002503100702020302604112651876600007000080000
3081,EFPO,61.4617,21.8,2024-04-30 00:20:00,,,,,6.0,1023.0,1292.582493748194,3.0,6.0,250.0,10000.0,99999,,270.5824937481941,0.0,11160025061006020303023042925512705600007000080000
3082,EFRO,66.5648,25.8304,2024-04-30 00:20:00,53.0,36.0,V,green,1.0,1017.0,22.791116924042527,0.0,13.0,70.0,5000.0,99999,,-995.2088830759575,0.6,1113000713100102000301704227519957600607530080000
3083,EFTP,61.4141,23.6044,2024-04-30 00:20:00,,,,,6.0,1023.0,4014.4566219634094,6.0,7.0,220.0,10000.0,99999,,2992.6566219634096,0.0,111600220710060206030230401445129926600007000080000
3084,EFTU,60.5141,22.2628,2024-04-30 00:20:00,10.0,36.0,+,yellow,4.0,1025.0,2760.3515556912616,3.0,4.0,260.0,3600.0,99999,,1736.3515556912616,0.0,111200260410040203030250476035117363600007100080000
3085,EFVA,63.0507,21.7622,2024-04-30 00:20:00,41.0,36.0,J,yellow,4.0,1021.0,1192.3432261539817,4.0,4.0,210.0,1000.0,99999,,172.34322615398173,0.0,11100021041004020403021041923511723600007410080000
3087,ENBR,60.2934,5.21814,2024-04-30 00:20:00,,,,,9.0,1019.0,1758.3489769037728,2.0,12.0,140.0,10000.0,99999,,0.0,0.0,1116001412100902020301904758351000600007000080000
3088,ENCN,58.2042,8.08537,2024-04-30 00:20:00,,,,,6.0,1024.0,1378.3655963413628,5.0,5.0,60.0,10000.0,99999,,355.16559634136274,0.0,11160006051006020503024043783513551600007000080000
3090,ENHD,59.3453,5.20836,2024-04-30 00:20:00,,,,,8.0,1019.0,1421.0830100747517,3.0,12.0,130.0,10000.0,99999,,402.6830100747517,0.0,11160013121008020303019044210514026600007000080000
3093,ENVA,63.4578,10.924,2024-04-30 00:20:00,,,,,4.0,1020.0,1554.1995267528257,3.0,6.0,120.0,10000.0,99999,,534.6995267528257,0.0,11160012061004020303020045541515346600007000080000
3094,ENZV,58.8767,5.63778,2024-04-30 00:20:00,,,,,9.0,1020.0,1134.9154990046777,2.0,15.0,140.0,10000.0,99999,,0.0,0.0,1116001415100902020302004134951000600007000080000
3095,EVRA,56.9236,23.9711,2024-04-30 00:20:00,,,,,13.0,1028.0,1127.2222463913704,9.0,6.0,350.0,10000.0,99999,,0.0,0.0,1116003506101302090302804127251000600007000080000
3096,EYVI,54.6341,25.2858,2024-04-30 00:20:00,,,,,12.0,1030.0,3459.897590730393,5.0,9.0,170.0,10000.0,99999,,2429.897590730393,0.0,111600170910120205030300445985124298600007000080000
3099,LGAV,37.9364,23.9445,2024-04-30 00:20:00,,,,,15.0,1020.0,1831.2667590145409,10.0,10.0,350.0,10000.0,99999,,0.0,0.0,11160035101015020100302004831251000600007000080000
3100,LGIR,35.3397,25.1803,2024-04-30 00:20:00,,,,,18.0,1018.0,1250.2924193100089,13.0,16.0,290.0,10000.0,99999,,231.59241931000884,0.0,111600291610180201303018042502512315600007000080000
3102,LGKR,39.6019,19.9117,2024-04-30 00:20:00,,,,,15.0,1018.0,1031.9550595539301,13.0,4.0,250.0,10000.0,99999,,12.855059553930118,0.0,11160025041015020130301804031951128600007000080000
3103,LGRP,36.4054,28.0862,2024-04-30 00:20:00,,,,,19.0,1011.0,1042.1120039173247,14.0,11.0,230.0,10000.0,99999,,29.71200391732475,0.0,11160023111019020140301104042151297600007000080000
3130,ENAL,62.5625,6.1197,2024-04-30 00:20:00,,,,,10.0,1018.0,1269.7097949382655,3.0,8.0,180.0,10000.0,99999,,253.6097949382655,0.0,11160018081010020303018042697512536600007000080000
3136,ENDU,69.0558,18.5404,2024-04-30 00:20:00,,,,,-0.0,1019.0,38.967236030157345,-3.0,2.0,,10000.0,99999,,0.0,0.0,111600360211000213030190438951000600007000080000
3151,ENRO,62.5784,11.3423,2024-04-30 00:20:00,,,,,-1.0,1020.0,48.054001508294,-3.0,0.0,0.0,10000.0,99999,,-971.945998491706,0.0,1116000000110102130302004480519710600007000080000
3159,ENTO,59.1867,10.2586,2024-04-30 00:20:00,,,,,4.0,1025.0,4364.078970897851,4.0,3.0,10.0,200.0,99999,,0.0,0.0,1110000103100402040302504364051000600007000080000
3162,ESGG,57.6628,12.2798,2024-04-30 00:20:00,,,,,6.0,1026.0,5048.906711433265,0.0,8.0,130.0,10000.0,99999,,4023.306711433265,0.0,111600130810060200030260404895140233600007000080000
3163,ESGJ,57.7576,14.0687,2024-04-30 00:20:00,,,,,-0.0,1027.0,39.27316133755799,-0.0,0.0,0.0,10000.0,99999,,-987.726838662442,0.0,1116000000110002100302704392519872600007000080000
3164,ESGP,57.7747,11.8704,2024-04-30 00:20:00,,,,,5.0,1026.0,1473.1775819192533,2.0,3.0,110.0,10000.0,99999,,447.8775819192533,0.0,11160011031005020203026044731514478600007000080000
3165,ESKN,58.7886,16.9122,2024-04-30 00:20:00,,,,,4.0,1027.0,2510.4859897869646,2.0,0.0,0.0,10000.0,99999,,1484.7859897869646,0.0,111600000010040202030270451045114847600007000080000
3166,ESMK,55.9217,14.0855,2024-04-30 00:20:00,,,,,5.0,1026.0,1613.3344695156827,5.0,0.0,0.0,10000.0,99999,,587.3344695156827,0.0,11160000001005020503026046133515873600007000080000
3167,ESMS,55.53631,13.3762,2024-04-30 00:20:00,,,,,7.0,1025.0,2444.1589307294853,6.0,3.0,90.0,10000.0,99999,,1418.0589307294854,0.0,111600090310070206030250444415114180600007000080000
3168,ESMX,56.9291,14.728,2024-04-30 00:20:00,,,,,4.0,1027.0,8588.98539539116,4.0,0.0,0.0,10000.0,99999,,7562.085395391161,0.0,111600000010040204030270458895175620600007000080000
3169,ESNN,62.5281,17.4439,2024-04-30 00:20:00,45.0,36.0,N,yellow,0.0,1022.0,39.08195802043258,0.0,0.0,0.0,150.0,99999,,-981.0180419795674,0.0,1110000000100002000302204390519819600007450080000
3170,ESNO,63.4083,18.99,2024-04-30 00:20:00,45.0,36.0,N,yellow,2.0,1019.0,9.69483600959956,2.0,2.0,,400.0,99999,,-1008.9051639904004,0.0,1110003602100202020301904965110080600007450080000
3171,ESNQ,67.822,20.3368,2024-04-30 00:20:00,,,,,-0.0,1018.0,38.92899536673225,-1.0,0.0,0.0,10000.0,99999,,-982.2710046332678,0.0,1116000000110002110301804389519827600007000080000
3174,ESOK,59.4447,13.3374,2024-04-30 00:20:00,,,,,4.0,1026.0,5243.844770592489,2.0,2.0,,10000.0,99999,,4218.344770592489,0.0,111600360210040202030260424385142183600007000080000
3177,ESSB,59.3544,17.9417,2024-04-30 00:20:00,,,,,3.0,1027.0,1634.5182002314918,1.0,0.0,0.0,10000.0,99999,,609.6182002314918,0.0,11160000001003020103027046345516096600007000080000
3178,ESSD,60.422,15.5152,2024-04-30 00:20:00,,,,,5.0,1025.0,5906.887304087165,2.0,4.0,200.0,10000.0,99999,,4882.887304087165,0.0,111600200410050202030250490685148828600007000080000
3179,ESSP,58.5863,16.2506,2024-04-30 00:20:00,,,,,2.0,1027.0,1648.5772107378177,1.0,2.0,160.0,10000.0,99999,,622.2772107378178,0.0,11160016021002020103027046485516222600007000080000
3180,ESSV,57.6628,18.3462,2024-04-30 00:20:00,,,,,3.0,1027.0,3492.674138650774,3.0,0.0,0.0,10000.0,99999,,2466.074138650774,0.0,111600000010030203030270449265124660600007000080000
3181,LSGC,47.0839,6.79284,2024-04-30 00:20:00,,,,,6.0,1019.0,21.423854699916408,6.0,1.0,,10000.0,99999,,-996.3761453000835,0.0,1116003601100602060301904214519966600007000080000
3182,LSGG,46.2381,6.10895,2024-04-30 00:20:00,,,,,9.0,1018.0,8722.421260915196,8.0,1.0,,10000.0,99999,,7703.821260915196,0.0,111600360110090208030180472245177038600007000080000
3183,LSGS,46.2196,7.32676,2024-04-30 00:20:00,,,,,10.0,1019.0,8814.613564967012,4.0,3.0,,10000.0,99999,,7796.313564967012,0.0,111600360310100204030190481465177963600007000080000
3184,LSZA,46.0043,8.91058,2024-04-30 00:20:00,,,,,12.0,1022.0,4601.681761268713,11.0,2.0,,10000.0,99999,,3579.7817612687127,0.0,1116003602101202011030220460165135797600007000080000
3185,LSZB,46.9141,7.49715,2024-04-30 00:20:00,,,,,7.0,1018.0,12.38634981091696,6.0,2.0,,10000.0,99999,,-1005.613650189083,0.0,11160036021007020603018041235110053600007000080000
3186,LSZG,47.1816,7.41719,2024-04-30 00:20:00,10.0,36.0,+,yellow,7.0,1018.0,10.800304727390037,7.0,0.0,0.0,3600.0,99999,,-1007.1996952726099,0.0,11120000001007020703018041085110078600007100080000
3187,LSZH,47.4647,8.54917,2024-04-30 00:20:00,,,,,8.0,1018.0,9.68532194089534,7.0,3.0,,10000.0,99999,,-1007.9146780591046,0.0,1116003603100802070301804965110070600007000080000
3188,LSZL,46.1608,8.87861,2024-04-30 00:20:00,,,,,14.0,1022.0,3058.223414928605,11.0,1.0,,10000.0,99999,,2036.223414928605,0.0,1116003601101402011030220405825120362600007000080000
3189,LSZR,47.485,9.56077,2024-04-30 00:20:00,,,,,15.0,1017.0,5148.659610036592,6.0,8.0,110.0,10000.0,99999,,4131.059610036592,0.0,111600110810150206030170414865141310600007000080000
3190,LSZS,46.5341,9.88411,2024-04-30 00:20:00,,,,,4.0,1024.0,29.985203377803135,1.0,3.0,,10000.0,99999,,-992.9147966221968,0.0,1116003603100402010302404299519920600007000080000
3192,EGBB,52.4539,-1.74803,2024-04-30 00:20:00,,,,,10.0,1011.0,2363.249189061671,6.0,10.0,160.0,10000.0,99999,,1351.049189061671,0.0,111600161010100206030110436325113510600007000080000
3194,EGFF,51.3967,-3.34333,2024-04-30 00:20:00,,,,,11.0,1010.0,1790.3487521963773,8.0,13.0,160.0,10000.0,99999,,778.9487521963773,0.4,11160016131011020803010047903517789600407000080000
3195,EGGD,51.3827,-2.71909,2024-04-30 00:20:00,,,,,10.0,1011.0,3823.0331334510547,8.0,8.0,130.0,10000.0,99999,,2810.833133451055,0.2,111600130810100208030110482305128108600207000080000
3199,EGKK,51.1481,-0.19028,2024-04-30 00:20:00,,,,,10.0,1014.0,1806.0736635728929,7.0,6.0,140.0,10000.0,99999,,790.3736635728928,0.0,11160014061010020703014048060517903600007000080000
3200,EGLF,51.2758,-0.77633,2024-04-30 00:20:00,,,,,8.0,1014.0,2233.100831464262,5.0,6.0,150.0,10000.0,99999,,1216.5008314642619,0.0,111600150610080205030140423315112165600007000080000
3202,EGMD,50.9561,0.93917,2024-04-30 00:20:00,,,,,9.0,1015.0,1065.6247172493102,8.0,7.0,100.0,10000.0,99999,,0.0,0.0,1116001007100902080301504065651000600007000080000
3203,EGNJ,53.5744,-0.35083,2024-04-30 00:20:00,,,,,11.0,1013.0,1422.6255774676715,5.0,13.0,170.0,10000.0,99999,,409.9255774676715,0.0,11160017131011020503013044226514099600007000080000
3204,EGNM,53.8659,-1.66057,2024-04-30 00:20:00,,,,,9.0,1010.0,4517.218155721796,6.0,11.0,170.0,10000.0,99999,,3506.7181557217964,0.0,111600171110090206030100451725135067600007000080000
3207,EGPA,58.9578,-2.905,2024-04-30 00:20:00,61.0,36.0,^,green,9.0,1004.0,1202.1270648515758,7.0,14.0,160.0,10000.0,99999,,198.62706485157582,0.0,11160016141009020703004042021511986600007610080000
3208,EGPB,59.8789,-1.29556,2024-04-30 00:20:00,,,,,9.0,1007.0,1084.6978240001188,7.0,20.0,160.0,10000.0,99999,,77.19782400011877,0.0,1116001620100902070300704084651771600007000080000
3215,EGTE,50.7344,-3.41389,2024-04-30 00:20:00,,,,,11.0,1010.0,1350.680791768545,8.0,17.0,160.0,10000.0,99999,,338.6807917685451,0.0,11160016171011020803010043506513386600007000080000
3216,EGCC,53.3537,-2.27495,2024-04-30 00:20:00,,,,,11.0,1010.0,1936.7547258067448,7.0,6.0,160.0,10000.0,99999,,926.3547258067448,0.0,11160016061011020703010049367519263600007000080000
3217,EGLL,51.4706,-0.46194,2024-04-30 00:20:00,,,,,9.0,1014.0,1354.0608204377122,4.0,7.0,150.0,10000.0,99999,,340.0608204377122,0.0,11160015071009020403014043540513400600007000080000
3220,EGGP,53.3336,-2.84972,2024-04-30 00:20:00,,,,,11.0,1009.0,1272.5932311665217,8.0,10.0,160.0,10000.0,99999,,0.0,0.0,1116001610101102080300904272551000600007000080000
3224,EGPC,58.4589,-3.09306,2024-04-30 00:20:00,,,,,9.0,1004.0,1529.8199263331735,7.0,9.0,150.0,10000.0,99999,,526.2199263331735,0.0,11160015091009020703004045298515262600007000080000
3225,EGPE,57.5425,-4.0475,2024-04-30 00:20:00,,,,,10.0,1004.0,1112.7303703550417,5.0,7.0,220.0,10000.0,99999,,110.73037035504171,0.0,11160022071010020503004041127511107600007000080000
3226,EGPF,55.8719,-4.43306,2024-04-30 00:20:00,,,,,7.0,1007.0,1138.2196583307993,5.0,3.0,60.0,10000.0,99999,,133.5196583307993,0.0,11160006031007020503007041382511335600007000080000
3227,EGPL,57.4811,-7.36278,2024-04-30 00:20:00,,,,,9.0,1001.0,1074.3156759833444,8.0,0.0,0.0,10000.0,99999,,73.71567598334434,0.4,1116000000100902080300104074351737600407000080000
3229,EGSS,51.885,0.235,2024-04-30 00:20:00,,,,,9.0,1015.0,2656.7207546017676,4.0,7.0,150.0,10000.0,99999,,1642.3207546017675,0.0,111600150710090204030150465675116423600007000080000
3236,EDGS,50.7077,8.08297,2024-04-30 00:20:00,,,,,13.0,1020.0,8468.073408846854,7.0,4.0,320.0,10000.0,99999,,7447.773408846854,1.4,111600320410130207030200446805174477601307000080000
3237,EDLV,51.6024,6.14217,2024-04-30 00:20:00,,,,,14.0,1019.0,1296.6694599472314,11.0,6.0,140.0,10000.0,99999,,0.0,0.0,11160014061014020110301904296651000600007000080000
3243,ESGT,58.3181,12.345,2024-04-30 00:20:00,,,,,2.0,1026.0,4210.124109803162,2.0,2.0,,10000.0,99999,,3184.5241098031624,0.0,111600360210020202030260421015131845600007000080000
3245,ESMQ,56.6855,16.2876,2024-04-30 00:20:00,,,,,7.0,1027.0,1113.7247859725107,5.0,2.0,360.0,10000.0,99999,,87.0247859725107,0.0,1116003602100702050302704113751870600007000080000
3246,ESMT,56.6911,12.8202,2024-04-30 00:20:00,,,,,6.0,1026.0,1682.2686786965273,4.0,7.0,60.0,10000.0,99999,,656.2686786965273,0.0,11160006071006020403026046822516562600007000080000
3247,ESNG,67.1324,20.8146,2024-04-30 00:20:00,68.0,36.0,e,magenta,0.0,1019.0,38.967236030157345,-0.0,3.0,320.0,6000.0,99999,,-981.3327639698426,0.7,1113003203100002100301904389519816600707680080000
3248,ESNK,63.0486,17.7689,2024-04-30 00:20:00,45.0,36.0,N,yellow,3.0,1021.0,1447.21898669408,3.0,3.0,340.0,150.0,99999,,428.21898669408006,0.0,11100034031003020303021044472514282600007450080000
3249,ESNL,64.5483,18.7162,2024-04-30 00:20:00,,,,,1.0,1019.0,23.79404791200131,1.0,1.0,,10000.0,99999,,0.0,0.0,111600360110010201030190423751000600007000080000
3250,ESNX,65.5903,19.2819,2024-04-30 00:20:00,71.0,36.0,h,magenta,-0.0,1018.0,38.92899536673225,-0.0,6.0,290.0,9000.0,99999,,0.0,0.0,111500290611000210030180438951000600007710080000
3251,ESOE,59.2237,15.038,2024-04-30 00:20:00,,,,,3.0,1027.0,3907.9283087539043,1.0,3.0,,10000.0,99999,,2881.9283087539043,0.0,111600360310030201030270490795128819600007000080000
3252,ESSL,58.4062,15.6805,2024-04-30 00:20:00,,,,,3.0,1027.0,3630.355516177124,1.0,3.0,160.0,10000.0,99999,,2604.355516177124,0.0,111600160310030201030270463035126043600007000080000
3253,ESTA,56.2961,12.8471,2024-04-30 00:20:00,,,,,8.0,1026.0,1341.7144715841816,6.0,4.0,110.0,10000.0,99999,,316.21447158418164,0.0,11160011041008020603026043417513162600007000080000
3254,ESTL,56.0828,13.2125,2024-04-30 00:20:00,,,,,7.0,1026.0,1818.710712627211,7.0,2.0,160.0,10000.0,99999,,792.710712627211,0.0,11160016021007020703026048187517927600007000080000
3255,ESUT,65.8061,15.0828,2024-04-30 00:20:00,,,,,-0.0,1019.0,38.967236030157345,-0.0,1.0,,10000.0,99999,,-978.0327639698427,0.0,1116003601110002100301904389519789600007000080000
3256,LTCN,37.53883,36.95352,2024-04-30 00:23:00,95.0,36.0,2,red,21.0,1014.0,4869.794245625817,11.0,17.0,130.0,10000.0,99999,,3857.094245625817,0.0,1116001317102102011030140486975138570600007950080000
3279,ENAT,69.9761,23.3717,2024-04-30 00:20:00,,,,,2.0,1021.0,1183.0518960653192,-2.0,3.0,170.0,10000.0,99999,,159.6518960653192,0.0,11160017031002021203021041830511596600007000080000
3280,ENBL,61.3911,5.75694,2024-04-30 00:20:00,,,,,7.0,1019.0,8371.047061446843,0.0,6.0,170.0,10000.0,99999,,7353.547061446843,0.2,111600170610070200030190437105173535600207000080000
3281,ENBN,65.4611,12.2175,2024-04-30 00:20:00,,,,,8.0,1020.0,1131.3732489203132,4.0,7.0,210.0,10000.0,99999,,0.0,0.0,1116002107100802040302004131351000600007000080000
3282,ENEV,68.4913,16.6781,2024-04-30 00:20:00,,,,,6.0,1019.0,1552.6758017265975,-2.0,4.0,200.0,10000.0,99999,,0.0,0.0,1116002004100602120301904552651000600007000080000
3283,ENFL,61.5836,5.02472,2024-04-30 00:20:00,,,,,10.0,1018.0,1150.1298985934259,3.0,16.0,160.0,10000.0,99999,,133.7298985934259,0.0,11160016161010020303018041501511337600007000080000
3284,ENKB,63.1118,7.82452,2024-04-30 00:20:00,,,,,8.0,1018.0,2047.7015369300987,5.0,6.0,40.0,10000.0,99999,,0.0,0.0,1116000406100802050301804047751000600007000080000
3285,ENML,62.7447,7.2625,2024-04-30 00:20:00,,,,,8.0,1018.0,1061.8782325911202,4.0,5.0,50.0,10000.0,99999,,45.97823259112022,0.0,1116000505100802040301804061851459600007000080000
3286,ENNA,70.0688,24.9735,2024-04-30 00:20:00,,,,,-2.0,1022.0,628.1337928576582,-4.0,2.0,330.0,10000.0,99999,,-395.5662071423418,0.0,11160033021102021403022046281513954600007000080000
3287,LGKL,37.0683,22.0255,2024-04-30 00:20:00,,,,,12.0,1017.0,1093.4777193259592,8.0,0.0,0.0,10000.0,99999,,74.67771932595929,0.0,1116000000101202080301704093451746600007000080000
3288,LGSA,35.5317,24.1497,2024-04-30 00:20:00,,,,,14.0,1018.0,2488.4856257089873,12.0,0.0,0.0,10000.0,99999,,1469.4856257089873,0.0,1116000000101402012030180448845114694600007000080000
3300,EGNT,55.0375,-1.69167,2024-04-30 00:20:00,,,,,11.0,1009.0,1970.963077735645,7.0,11.0,220.0,10000.0,99999,,962.163077735645,0.0,11160022111011020703009049709519621600007000080000
3309,ESNS,64.6248,21.0769,2024-04-30 00:20:00,10.0,36.0,+,yellow,1.0,1019.0,8741.79533722045,1.0,6.0,280.0,1800.0,99999,,7724.79533722045,0.0,111100280610010201030190474175177247600007100080000
3310,ESNU,63.7918,20.2828,2024-04-30 00:20:00,,,,,3.0,1020.0,1314.4757948795925,2.0,4.0,270.0,10000.0,99999,,295.8757948795925,0.0,11160027041003020203020043144512958600007000080000
3313,EDDB,52.36217,13.50067,2024-04-30 00:20:00,,,,,11.0,1021.0,1563.2249187733128,7.0,7.0,50.0,10000.0,99999,,540.5249187733127,0.0,11160005071011020703021045632515405600007000080000
3314,EDDC,51.1328,13.7672,2024-04-30 00:20:00,,,,,15.0,1020.0,3248.5206399563253,9.0,3.0,150.0,10000.0,99999,,2227.2206399563256,0.0,111600150310150209030200424855122272600007000080000
3315,EDDE,50.9798,10.9581,2024-04-30 00:20:00,,,,,14.0,1020.0,4474.198441715446,8.0,2.0,30.0,10000.0,99999,,3453.5984417154464,0.0,111600030210140208030200447415134535600007000080000
3316,EDDF,50.0264,8.54313,2024-04-30 00:20:00,,,,,10.0,1018.0,2555.366356980556,8.0,1.0,,10000.0,99999,,1536.2663569805559,0.0,111600360110100208030180455535115362600007000080000
3317,EDDG,52.1346,7.68483,2024-04-30 00:20:00,,,,,15.0,1019.0,1417.765907208958,9.0,2.0,,10000.0,99999,,398.365907208958,0.0,11160036021015020903019044177513983600007000080000
3318,EDDH,53.6304,9.98823,2024-04-30 00:20:00,,,,,15.0,1022.0,1148.5290250357768,8.0,6.0,110.0,10000.0,99999,,127.12902503577686,0.0,11160011061015020803022041485511271600007000080000
3319,EDDK,50.8659,7.14274,2024-04-30 00:20:00,,,,,13.0,1019.0,1948.1081363221363,10.0,2.0,,10000.0,99999,,928.3081363221363,0.0,111600360210130201003019049481519283600007000080000
3320,EDDL,51.2895,6.76678,2024-04-30 00:20:00,,,,,15.0,1019.0,1383.4420453141718,9.0,5.0,160.0,10000.0,99999,,364.1420453141718,0.0,11160016051015020903019043834513641600007000080000
3321,EDDM,48.3538,11.7861,2024-04-30 00:20:00,,,,,11.0,1018.0,7652.167446650201,9.0,2.0,,10000.0,99999,,6633.767446650201,0.0,111600360210110209030180465215166337600007000080000
3322,EDDN,49.4987,11.0669,2024-04-30 00:20:00,,,,,11.0,1018.0,5576.777725107706,8.0,2.0,90.0,10000.0,99999,,4557.777725107706,0.0,111600090210110208030180457675145577600007000080000
3323,EDDP,51.4324,12.2416,2024-04-30 00:20:00,,,,,13.0,1020.0,2530.1388771534776,9.0,7.0,50.0,10000.0,99999,,1509.3388771534776,0.0,111600050710130209030200453015115093600007000080000
3324,EDDR,49.2146,7.10951,2024-04-30 00:20:00,,,,,12.0,1019.0,5216.8684049283165,8.0,5.0,330.0,10000.0,99999,,4197.168404928317,0.0,111600330510120208030190421685141971600007000080000
3325,EDDS,48.6899,9.22196,2024-04-30 00:20:00,,,,,11.0,1017.0,6663.889329247342,8.0,1.0,280.0,10000.0,99999,,5645.389329247342,0.0,111600280110110208030170466385156453600007000080000
3326,EDDV,52.4611,9.68508,2024-04-30 00:20:00,,,,,14.0,1020.0,1516.1286197923587,9.0,2.0,80.0,10000.0,99999,,494.92861979235863,0.0,11160008021014020903020045161514949600007000080000
3327,EDDW,53.0475,8.78667,2024-04-30 00:20:00,,,,,16.0,1020.0,1050.6921890839285,8.0,10.0,110.0,10000.0,99999,,30.29218908392852,0.0,1116001110101602080302004050651302600007000080000
3329,EDFM,49.47306,8.51417,2024-04-30 00:20:00,,,,,14.0,1018.0,1891.822305196555,9.0,6.0,340.0,10000.0,99999,,872.8223051965549,0.0,11160034061014020903018048918518728600007000080000
3353,ENKR,69.7258,29.8913,2024-04-30 00:20:00,,,,,1.0,1022.0,14.117593092956483,-1.0,5.0,180.0,10000.0,99999,,0.0,0.0,111600180510010211030220414151000600007000080000
3354,LGAD,37.9207,21.2926,2024-04-30 00:20:00,,,,,11.0,1018.0,1198.1331894809648,9.0,0.0,0.0,10000.0,99999,,179.03318948096478,0.0,11160000001011020903018041981511790600007000080000
3355,LGTS,40.5197,22.9709,2024-04-30 00:20:00,,,,,16.0,1022.0,1070.4991036718231,11.0,2.0,,10000.0,99999,,47.799103671823104,0.0,11160036021016020110302204070451477600007000080000
3356,LOWG,46.9911,15.4396,2024-04-30 00:20:00,,,,,11.0,1023.0,5935.655732304069,9.0,1.0,,10000.0,99999,,4912.955732304069,0.0,111600360110110209030230493565149129600007000080000
3357,LOWI,47.2602,11.344,2024-04-30 00:20:00,,,,,17.0,1020.0,6481.564538992893,2.0,9.0,60.0,10000.0,99999,,5463.464538992893,0.0,111600060910170202030200448155154634600007000080000
3358,LOWK,46.6425,14.3377,2024-04-30 00:20:00,,,,,12.0,1023.0,7040.3571926255,8.0,2.0,,10000.0,99999,,6017.8571926255,0.0,111600360210120208030230404035160178600007000080000
3359,LOWL,48.2332,14.1875,2024-04-30 00:20:00,,,,,15.0,1019.0,4009.1739209899115,9.0,6.0,50.0,10000.0,99999,,2991.0739209899116,0.0,111600050610150209030190400915129910600007000080000
3360,LOWS,47.7933,13.0043,2024-04-30 00:20:00,,,,,12.0,1019.0,6759.040789996453,5.0,5.0,170.0,10000.0,99999,,5740.840789996453,0.0,111600170510120205030190475905157408600007000080000
3361,LOWW,48.1103,16.5697,2024-04-30 00:20:00,,,,,13.0,1023.0,3047.4556500976137,9.0,7.0,170.0,10000.0,99999,,2024.9556500976137,0.0,111600170710130209030230404745120249600007000080000
3363,EDFH,49.9487,7.26389,2024-04-30 00:20:00,,,,,12.0,1019.0,7772.402313466773,7.0,2.0,280.0,10000.0,99999,,6752.602313466773,0.0,111600280210120207030190477245167526600007000080000
3364,EDHL,53.8054,10.7192,2024-04-30 00:20:00,,,,,13.0,1022.0,1168.539017562638,8.0,7.0,120.0,10000.0,99999,,146.63901756263806,0.0,11160012071013020803022041685511466600007000080000
3366,EDLP,51.6141,8.61632,2024-04-30 00:20:00,,,,,11.0,1020.0,3926.9609373584594,8.0,6.0,170.0,10000.0,99999,,2906.9609373584594,0.0,111600170610110208030200492695129069600007000080000
3367,EDLW,51.5183,7.61224,2024-04-30 00:20:00,,,,,13.0,1019.0,2381.5871616095033,8.0,3.0,200.0,10000.0,99999,,1362.1871616095032,0.0,111600200310130208030190438155113621600007000080000
3368,EDMA,48.42528,10.93167,2024-04-30 00:20:00,,,,,8.0,1018.0,10.260211760949298,7.0,2.0,,10000.0,99999,,-1008.0397882390506,0.0,11160036021008020703018041025110089600007000080000
3370,EDQM,50.28861,11.85639,2024-04-30 00:20:00,,,,,10.0,1020.0,10.569135294640036,8.0,3.0,350.0,10000.0,99999,,-1010.0308647053599,0.0,11160035031010020803020041055110109600007000080000
3372,EDVK,51.40833,9.3775,2024-04-30 00:20:00,,,,,10.0,1020.0,5366.432467790482,8.0,2.0,,10000.0,99999,,4345.632467790482,0.0,111600360210100208030200436645143456600007000080000
3373,EGJJ,49.2079,-2.19551,2024-04-30 00:20:00,,,,,10.0,1013.0,2137.0422163845074,8.0,10.0,180.0,10000.0,99999,,1121.7422163845074,0.0,111600181010100208030130413705111217600007000080000
3381,EKBI,55.7403,9.15178,2024-04-30 00:20:00,,,,,11.0,1023.0,1921.23679622422,8.0,6.0,110.0,10000.0,99999,,897.7367962242199,0.0,11160011061011020803023049212518977600007000080000
3382,EKCH,55.6179,12.656,2024-04-30 00:20:00,,,,,8.0,1026.0,1101.6485373408022,6.0,3.0,70.0,10000.0,99999,,75.64853734080225,0.0,1116000703100802060302604101651756600007000080000
3383,EKEB,55.5259,8.5534,2024-04-30 00:20:00,,,,,11.0,1022.0,1348.905782347001,8.0,10.0,90.0,10000.0,99999,,325.9057823470009,0.0,11160009101011020803022043489513259600007000080000
3384,EKRK,55.5856,12.1314,2024-04-30 00:20:00,,,,,7.0,1025.0,1854.4407796288542,6.0,4.0,90.0,10000.0,99999,,829.2407796288542,0.0,11160009041007020603025048544518292600007000080000
3391,ENBV,70.8714,29.0342,2024-04-30 00:20:00,,,,,-1.0,1022.0,86.00027248600092,-2.0,12.0,250.0,10000.0,99999,,-937.0997275139991,0.0,1116002512110102120302204860519379600007000080000
