icao,iata,name,city,subd,country,elevation,lat,lon,tz,lid
LOXT,,Brumowski  Air Base,Langenlebarn,Lower-Austria,AT,574,48.3166999817,16.1166992188,Europe/Vienna,
LOXZ,,Hinterstoisser Air Base,Zeltweg,Styria,AT,2220,47.2028007507,14.7441997528,Europe/Vienna,
LP77,,Santa Margarida Airport,,Santarem,PT,541,39.4024009705,-8.289059639,Europe/Lisbon,
LPAR,,Alverca Airport,,Lisbon,PT,11,38.8833007813,-9.0300998688,Europe/Lisbon,
LPAV,,Aveiro Airport,,Aveiro,PT,26,40.6542015076,-8.7435503006,Europe/Lisbon,
LPBG,BGC,Braganca Airport,,Braganca,PT,2241,41.85779953,-6.7071299553,Europe/Lisbon,
LPBJ,BYJ,Beja International Airport,Beja,Beja,PT,636,38.0788993835,-7.9324002266,Europe/Lisbon,
LPBR,BGZ,Braga Municipal Aerodrome,Braga,Braga,PT,247,41.5871009827,-8.445139885,Europe/Lisbon,
LPCH,CHV,Chaves Airport,Chaves,Vila-Real,PT,0,41.7223243713,-7.4631500244,Europe/Lisbon,
LPCO,CBP,Coimbra Airport,,Coimbra,PT,587,40.1571998596,-8.470000267,Europe/Lisbon,
LPCS,,Cascais Airport,,Lisbon,PT,325,38.7249984741,-9.3552303314,Europe/Lisbon,
LPCV,COV,Covilha Airport,,Castelo-Branco,PT,1572,40.2648010254,-7.4799599648,Europe/Lisbon,
LPEV,,Evora Airport,,Evora,PT,807,38.5335006714,-7.8896398544,Europe/Lisbon,
LPFR,FAO,Faro Airport,Faro,Faro,PT,24,37.0144004822,-7.9659099579,Europe/Lisbon,
LPIN,,Espinho Airport,,Porto,PT,10,40.9742012024,-8.6444396973,Europe/Lisbon,
LPJF,,Leiria Gandara Airport,Leiria,Leiria,PT,151,39.7785987854,-8.8197202682,Europe/Lisbon,
LPJO,,Alijo Airport,Alijo,Vila-Real,PT,2562,41.3252983093,-7.4461097717,Europe/Lisbon,
LPLZ,,Lousa Private Airport,Lousa,Coimbra,PT,669,40.1342010498,-8.2325000763,Europe/Lisbon,
LPMA,FNC,Madeira Airport,Funchal,Madeira,PT,192,32.6978988647,-16.7744998932,Europe/Lisbon,
LPMF,,Monfortinho Airport,Monfortinho,Castelo-Branco,PT,0,39.976398468,-6.9066238403,Europe/Lisbon,
LPMI,,Mirandela Airport,Mirandela,Braganca,PT,0,41.468006134,-7.2262573242,Europe/Lisbon,
LPMO,,Montargil Airport,Montargil,Evora,PT,341,38.9958000183,-8.14083004,Europe/Lisbon,
LPMR,,Monte Real Airport,,Leiria,PT,187,39.831199646,-8.887260437,Europe/Lisbon,
LPMT,,Montijo Airport,Montijo,Setubal,PT,46,38.7038993835,-9.0359201431,Europe/Lisbon,
LPMU,,Mogadouro Airport,Mogadouro,Braganca,PT,2349,41.396900177,-6.6816701889,Europe/Lisbon,
LPOT,,Ota Airport,Ota,Lisbon,PT,140,39.0875015259,-8.9627799988,Europe/Lisbon,
LPOV,,Ovar Airport,,Aveiro,PT,56,40.9159011841,-8.6459197998,Europe/Lisbon,
LPPM,PRM,Portimao Airport,,Faro,PT,5,37.1492996216,-8.5839595795,Europe/Lisbon,
LPPR,OPO,Francisco de Sa Carneiro Airport,Porto,Porto,PT,228,41.2481002808,-8.6813898087,Europe/Lisbon,
LPPS,PXO,Porto Santo Airport,Vila Baleira,Madeira,PT,341,33.0733985901,-16.3500003815,Europe/Lisbon,
LPPT,LIS,Lisbon Portela Airport,Lisbon,Lisbon,PT,374,38.7812995911,-9.1359195709,Europe/Lisbon,
LPPV,,Praia Verde 23M Airport,,Faro,PT,10,37.1925010681,-7.4730601311,Europe/Lisbon,
LPSC,,Santa Cruz Airport,,Lisbon,PT,0,39.1246986389,-9.3811302185,Europe/Lisbon,
LPSI,SIE,Sines Airport,,Setubal,PT,0,37.9416923523,-8.8173007965,Europe/Lisbon,
LPSO,,Ponte de Sôr Airport,Ponte de Sôr,Portalegre,PT,390,39.211667,-8.057833,Europe/Lisbon,
LPSR,,Santarem Airport,Santarem,Santarem,PT,0,39.2094993591,-8.6883001328,Europe/Lisbon,
LPST,,Sintra Airport,,Lisbon,PT,440,38.8311004639,-9.3395500183,Europe/Lisbon,
LPTN,,Tancos Airport,,Santarem,PT,266,39.4751014709,-8.3645801544,Europe/Lisbon,
LPVL,,Vilar Da Luz Airport,Maia,Porto,PT,0,41.2772903442,-8.5162067413,Europe/Lisbon,
LPVR,VRL,Vila Real Airport,,Vila-Real,PT,1805,41.2742996216,-7.7204699516,Europe/Lisbon,
LPVZ,VSE,Viseu Airport,,Viseu,PT,2060,40.7254981995,-7.8889899254,Europe/Lisbon,
LQBI,,Bihac Golubic Airport,Bihac,Federation-of-B&H,BA,761,44.7959367906,15.9035682678,Europe/Sarajevo,
LQBK,BNX,Banja Luka International Airport,Banja Luka,Srspka,BA,400,44.9413986206,17.2975006104,Europe/Sarajevo,
LQBZ,,Zaluzani Airport,Banja Luka,Srspka,BA,541,44.7913856506,17.2146568298,Europe/Sarajevo,
LQJL,,Tuzla Jegin Lug Sport Airfield,Tuzla,Federation-of-B&H,BA,869,44.4578018188,18.8083000183,Europe/Sarajevo,
LQLV,,Livno Brda Bosni Airport,Livno,Federation-of-B&H,BA,2349,43.7930984497,16.9069004059,Europe/Sarajevo,
LQMO,OMO,Mostar International Airport,Mostar,Federation-of-B&H,BA,156,43.2829017639,17.8458995819,Europe/Sarajevo,
LQPD,,Prijedor Urije Airport,Prijedor,Srspka,BA,591,44.9880981445,16.7357997894,Europe/Sarajevo,
LQSA,SJJ,Sarajevo International Airport,Sarajevo,Federation-of-B&H,BA,1708,43.8246002197,18.3314990997,Europe/Sarajevo,
LQTZ,TZL,Tuzla International Airport,Tuzla,Federation-of-B&H,BA,784,44.4586982727,18.7248001099,Europe/Sarajevo,
LQVI,,Visoko Sport Airfield,Visoko,Federation-of-B&H,BA,1470,44.0249769612,18.0970573425,Europe/Sarajevo,
LR79,,Ianca Air Base,Ianca,Braila,RO,131,45.1586990356,27.4309005737,Europe/Bucharest,
LR80,,Fetesti Air Base,Fetesti,Calaraşi,RO,180,44.3922996521,27.7266998291,Europe/Bucharest,
LR82,,Boboc Air Base,Boboc,Buzau,RO,344,45.2164001465,26.9785995483,Europe/Bucharest,
LRAR,ARW,Arad International Airport,Arad,Arad,RO,352,46.1766014099,21.2619991302,Europe/Bucharest,
LRBC,BCM,Bacau Airport,Bacau,Bacau,RO,607,46.521900177,26.9102993011,Europe/Bucharest,
LRBM,BAY,Tautii Magheraus Airport,Baia Mare,Maramureş,RO,605,47.6584014893,23.4699993134,Europe/Bucharest,
LRBS,BBU,Baneasa International Airport,Bucharest,Bucureşti,RO,297,44.503200531,26.1021003723,Europe/Bucharest,
LRCK,CND,Mihail Kogalniceanu International Airport,Constanta,Constanța,RO,353,44.3622016907,28.4883003235,Europe/Bucharest,
LRCL,CLJ,Cluj-Napoca International Airport,Cluj-Napoca,Cluj,RO,1036,46.7851982117,23.6861991882,Europe/Bucharest,
LRCS,CSB,Caransebes Airport,Caransebes,Caraş-Severin,RO,866,45.4199981689,22.2532997131,Europe/Bucharest,
LRCT,,Campia Turzii Air Base,Campia Turzii,Cluj,RO,1083,46.5023002625,23.8859004974,Europe/Bucharest,
LRCV,CRA,Craiova Airport,Craiova,Dolj,RO,626,44.3180999756,23.8885993958,Europe/Bucharest,
LRIA,IAS,Iasi Airport,Iasi,Iaşi,RO,397,47.1785011292,27.6205997467,Europe/Bucharest,
LROD,OMR,Oradea International Airport,Oradea,Bihor,RO,465,47.0252990723,21.9025001526,Europe/Bucharest,
LROP,OTP,Henri Coanda International Airport,Bucharest,Ilfov,RO,314,44.5722007751,26.1021995544,Europe/Bucharest,
LRSB,SBZ,Sibiu International Airport,Sibiu,Sibiu,RO,1496,45.7855987549,24.091299057,Europe/Bucharest,
LRSM,SUJ,Satu Mare Airport,Satu Mare,Satu-Mare,RO,405,47.7033004761,22.8857002258,Europe/Bucharest,
LRSV,SCV,Suceava Stefan cel Mare Airport,Suceava,Suceava,RO,1375,47.6875,26.3540992737,Europe/Bucharest,
LRTC,TCE,Tulcea Airport,Tulcea,Tulcea,RO,200,45.0625,28.7143001556,Europe/Bucharest,
LRTM,TGM,Transilvania Targu Mures International Airport,Targu Mures,Mureş,RO,963,46.4677009583,24.4125003815,Europe/Bucharest,
LRTR,TSR,Timisoara Traian Vuia Airport,Timisoara,Timiş,RO,348,45.8098983765,21.3379001617,Europe/Bucharest,
LRTZ,,Tuzla Romania Airport,Tuzla,Constanța,RO,161,43.9841995239,28.6096992493,Europe/Bucharest,
LSGB,,Bex Airport,Bex,Vaud,CH,1312,46.2583007813,6.9863901138,Europe/Zurich,
LSGC,,Les Eplatures Airport,La Chaux-de-Fonds,Neuchatel,CH,3368,47.0839004517,6.792840004,Europe/Zurich,
LSGE,,Ecuvillens Airport,,Fribourg,CH,2293,46.7550010681,7.0761098862,Europe/Zurich,
LSGG,GVA,Geneva Cointrin International Airport,Geneva,Geneva,CH,1411,46.2380981445,6.1089501381,Europe/Zurich,
LSGK,,Saanen Airport,Saanen,Bern,CH,3307,46.4874992371,7.2508301735,Europe/Zurich,
LSGL,QLS,Lausanne-la Blecherette Airport,Lausanne,Vaud,CH,2041,46.54529953,6.6166701317,Europe/Zurich,
LSGN,QNC,Neuchatel Airport,,Neuchatel,CH,1427,46.9575004578,6.8647198677,Europe/Zurich,
LSGP,,La Cote Airport,La Cote,Vaud,CH,1352,46.4063987732,6.2580599785,Europe/Zurich,
LSGR,,Reichenbach Air Base,,Bern,CH,2385,46.6136016846,7.6777801514,Europe/Zurich,
LSGS,SIR,Sion Airport,Sion,Valais,CH,1585,46.2196006775,7.3267598152,Europe/Zurich,
LSGT,,Gruyeres Airport,,Fribourg,CH,2257,46.5942001343,7.0944399834,Europe/Zurich,
LSGY,,Yverdon-les-Bains Airport,Yverdon-les-Bains,Vaud,CH,1421,46.7619018555,6.6133298874,Europe/Zurich,
LSMA,,Alpnach Air Base,Alpnach,Obwalden,CH,1460,46.943901062,8.2841701508,Europe/Zurich,
LSMD,,Dubendorf Airport,Zurich,Zurich,CH,1470,47.398601532,8.648229599,Europe/Zurich,
LSME,,Emmen Airport,,Lucerne,CH,1400,47.0923995972,8.3051204681,Europe/Zurich,
LSMF,,Mollis Airport,,Glarus,CH,1485,47.0788993835,9.0648298264,Europe/Zurich,
LSMI,ZIN,Interlaken Air Base,,Bern,CH,0,46.6766014099,7.8790798187,Europe/Zurich,
LSMJ,,Turtman Air Base,Turtman,Valais,CH,0,46.3026008606,7.7139501572,Europe/Zurich,
LSML,,Lodrino Air Base,Lodrino,Ticino,CH,0,46.2958984375,8.9921302795,Europe/Zurich,
LSMM,,Meiringen Airport,,Bern,CH,1895,46.7433013916,8.1099996567,Europe/Zurich,
LSMP,,Payerne Airport,,Vaud,CH,1465,46.8432006836,6.9150600433,Europe/Zurich,
LSPA,,Amlikon Glider Airport,,Thurgau,CH,1371,47.5741996765,9.0474996567,Europe/Zurich,
LSPD,,Dittingen Airport,,Basel-Landschaft,CH,1758,47.4385986328,7.4913902283,Europe/Zurich,
LSPF,,Schaffhausen Airport,,Schaffhausen,CH,1519,47.6906013489,8.5269403458,Europe/Zurich,
LSPG,,Kagiswil Airport,,Obwalden,CH,1525,46.9082984924,8.2541704178,Europe/Zurich,
LSPH,,Winterthur Airport,Winterthur,Zurich,CH,1506,47.5149993896,8.7719402313,Europe/Zurich,
LSPK,,Hasenstrick Airport,,Zurich,CH,0,47.2799987793,8.881939888,Europe/Zurich,
LSPL,,Langenthal Airport,,Bern,CH,1575,47.182800293,7.7413902283,Europe/Zurich,
LSPM,,Ambri Airport,Quinto,Ticino,CH,3241,46.5125007629,8.6897802353,Europe/Zurich,
LSPN,,Triengen Airport,,Lucerne,CH,1594,47.2266998291,8.0780601501,Europe/Zurich,
LSPO,,Olten Airport,,Solothurn,CH,0,47.3443984985,7.8894400597,Europe/Zurich,
LSPU,,Muenster Aero Airport,,Valais,CH,4380,46.4803009033,8.2633304596,Europe/Zurich,
LSPV,,Wangen-Lachen Airport,,Schwyz,CH,1335,47.20470047,8.8675003052,Europe/Zurich,
LSTA,,Raron Airport,Raron,Valais,CH,2029,46.3036003113,7.8233299255,Europe/Zurich,
LSTB,,Bellechasse Airport,,Fribourg,CH,1421,46.9794006348,7.1322197914,Europe/Zurich,
LSTO,,Motiers Airport,,Neuchatel,CH,2402,46.9166984558,6.6149997711,Europe/Zurich,
LSTR,,Montricher Airport,,Vaud,CH,2178,46.5903015137,6.4005599022,Europe/Zurich,
LSTS,,St Stephan Airport,,Bern,CH,3304,46.4973983765,7.4125699997,Europe/Zurich,
LSTZ,,Zweisimmen Airport,,Bern,CH,3068,46.5525016785,7.3805599213,Europe/Zurich,
LSXV,,San Vittore Airport,,Grisons,CH,869,46.2341995239,9.0941696167,Europe/Zurich,
LSZA,LUG,Lugano Airport,Lugano,Ticino,CH,915,46.0042991638,8.9105796814,Europe/Zurich,
LSZB,BRN,Bern Belp Airport,Bern,Bern,CH,1674,46.914100647,7.4971499443,Europe/Zurich,
LSZC,BXO,Buochs Airport,Buochs,Nidwalden,CH,1475,46.9744444444,8.3969444444,Europe/Zurich,
LSZE,,Bad Ragaz Airport,,Saint-Gallen,CH,1617,47.0149993896,9.4819402695,Europe/Zurich,
LSZF,,Birrfeld Airport,,Aargau,CH,1300,47.4435997009,8.2336101532,Europe/Zurich,
LSZG,ZHI,Grenchen Airport,,Solothurn,CH,1411,47.1815986633,7.4171900749,Europe/Zurich,
LSZH,ZRH,Zurich Airport,Zurich,Zurich,CH,1416,47.4646987915,8.5491695404,Europe/Zurich,
LSZI,,Fricktal-Schupfart Airport,,Aargau,CH,1788,47.5088996887,7.9499998093,Europe/Zurich,
LSZJ,,Courtelary Airport,,Bern,CH,2247,47.1836013794,7.0908298492,Europe/Zurich,
LSZK,,Speck-Fehraltorf Airport,,Zurich,CH,1748,47.3763999939,8.7574996948,Europe/Zurich,
LSZL,ZJI,Locarno Airport,,Ticino,CH,650,46.1608009338,8.8786096573,Europe/Zurich,
LSZM,MLH,EuroAirport Basel-Mulhouse-Freiburg Airport,Bale/Mulhouse,Grand Est,CH,885,47.5895996094,7.5299100876,Europe/Paris,
LSZN,,Hausen am Albis Airport,,Zurich,CH,1928,47.2386016846,8.5155601501,Europe/Zurich,
LSZO,,Luzern-Beromunster Airport,Lucerne,Lucerne,CH,2146,47.1899986267,8.2047195435,Europe/Zurich,
LSZP,,Biel-Kappelen Airport,,Bern,CH,1437,47.0891990662,7.2899999619,Europe/Zurich,
LSZQ,,Bressaucourt Airport,Bressaucourt,Jura,CH,1866,47.392677,7.028648,Europe/Zurich,
LSZR,ACH,St Gallen Altenrhein Airport,Altenrhein,Saint-Gallen,CH,1306,47.4850006104,9.5607700348,Europe/Zurich,
LSZS,SMV,Samedan Airport,,Grisons,CH,5600,46.5340995789,9.8841104507,Europe/Zurich,
LSZT,,Lommis Airfield,Lommis,Thurgau,CH,1539,47.5243988037,9.0030603409,Europe/Zurich,
LSZU,,Buttwil Airport,,Aargau,CH,2372,47.2647018433,8.3024997711,Europe/Zurich,
LSZV,,Sitterdorf Airport,,Thurgau,CH,1660,47.5088996887,9.2627801895,Europe/Zurich,
LSZW,,Thun Airport,Thun,Bern,CH,1837,46.756401062,7.6005601883,Europe/Zurich,
LSZX,,Schanis Airport,,Saint-Gallen,CH,1365,47.1716995239,9.039440155,Europe/Zurich,
LTAB,,Guvercinlik Airport,Ankara,Ankara,TR,2687,39.9350013733,32.7407989502,Europe/Istanbul,
LTAC,ESB,Esenboga International Airport,Ankara,Ankara,TR,3125,40.1281013489,32.995098114,Europe/Istanbul,
LTAD,ANK,Etimesgut Air Base,Ankara,Ankara,TR,2653,39.949798584,32.6885986328,Europe/Istanbul,
LTAE,,Akinci Air Base,Ankara,Ankara,TR,2767,40.0788993835,32.5656013489,Europe/Istanbul,
LTAF,ADA,Adana Airport,Adana,Adana,TR,65,36.9822006226,35.2803993225,Europe/Istanbul,
LTAG,UAB,Incirlik Air Base,Adana,Adana,TR,238,37.0021018982,35.4258995056,Europe/Istanbul,
LTAH,AFY,Afyon Airport,Afyonkarahisar,Afyonkarahisar,TR,3310,38.726398468,30.6011009216,Europe/Istanbul,
LTAI,AYT,Antalya International Airport,Antalya,Antalya,TR,177,36.8987007141,30.8005008698,Europe/Istanbul,
LTAJ,GZT,Gaziantep International Airport,Gaziantep,Gaziantep,TR,2315,36.9472007751,37.4786987305,Europe/Istanbul,
LTAK,,Iskenderun Airport,Iskenderun,Hatay,TR,25,36.5744552612,36.1534194946,Europe/Istanbul,
LTAL,KFS,Kastamonu Airport,Kastamonu,Kastamonu,TR,3520,41.314201355,33.7957992554,Europe/Istanbul,
LTAN,KYA,Konya Airport,Konya,Konya,TR,3381,37.9790000916,32.5619010925,Europe/Istanbul,
LTAO,,Malatya Tulga Airport,Malatya,Malatya,TR,3016,38.3536987305,38.2538986206,Europe/Istanbul,
LTAP,MZH,Amasya Merzifon Airport,Amasya,Amasya,TR,1758,40.8293991089,35.5219993591,Europe/Istanbul,
LTAQ,SSX,Samsun Samair Airport,Samsun,Samsun,TR,521,41.2786445618,36.3051795959,Europe/Istanbul,
LTAR,VAS,Sivas Airport,Sivas,Sivas,TR,5236,39.8138008118,36.9034996033,Europe/Istanbul,
LTAS,ONQ,Zonguldak Airport,Zonguldak,Zonguldak,TR,39,41.506401062,32.0886001587,Europe/Istanbul,
LTAT,MLX,Malatya Erhac Airport,Malatya,Malatya,TR,2828,38.4352989197,38.0909996033,Europe/Istanbul,
LTAU,ASR,Kayseri Erkilet Airport,Kayseri,Kayseri,TR,3463,38.770401001,35.4953994751,Europe/Istanbul,
LTAV,,Sivrihisar Airport,Sivrihisar,Eskişehir,TR,3185,39.451499939,31.3652992249,Europe/Istanbul,
LTAW,TJK,Tokat Airport,Tokat,Tokat,TR,1831,40.3074302673,36.3674087524,Europe/Istanbul,
LTAY,DNZ,Cardak Airport,Denizli,Denizli,TR,2795,37.7855987549,29.7012996674,Europe/Istanbul,
LTAZ,NAV,Nevsehir Kapadokya International Airport,Nevsehir,Nevşehir,TR,3100,38.771900177,34.5345001221,Europe/Istanbul,
LTBA,ISL,Ataturk International Airport,Istanbul,Istanbul,TR,163,40.9768981934,28.8145999908,Europe/Istanbul,
LTBC,,Alasehir Airport,Alasehir,Manisa,TR,0,38.3699989319,28.557100296,Europe/Istanbul,
LTBD,CII,Cildir Airport,Aydin,Aydin,TR,102,37.8149986267,27.8952999115,Europe/Istanbul,
LTBE,BTZ,Bursa Airport,Bursa,Bursa,TR,331,40.2332992554,29.0091991425,Europe/Istanbul,
LTBF,BZI,Balikesir Merkez Airport,Balikesir,Balikesir,TR,340,39.6193008423,27.9260005951,Europe/Istanbul,
LTBG,BDM,Bandirma Airport,Bandirma,Balikesir,TR,170,40.3180007935,27.9776992798,Europe/Istanbul,
LTBH,CKZ,Canakkale Airport,Canakkale,Canakkale,TR,23,40.1376991272,26.4267997742,Europe/Istanbul,
LTBI,ESK,Eskisehir Air Base,Eskisehir,Eskişehir,TR,2581,39.7840995789,30.5820999146,Europe/Istanbul,
LTBJ,ADB,Adnan Menderes International Airport,Izmir,Izmir,TR,412,38.2924003601,27.156999588,Europe/Istanbul,
LTBK,,Gaziemir Airport,,Izmir,TR,433,38.3190994263,27.1594009399,Europe/Istanbul,
LTBL,IGL,Cigli Airport,Izmir,Izmir,TR,16,38.5130004883,27.010099411,Europe/Istanbul,
LTBM,,Isparta Airport,,Isparta,TR,3250,37.7851219177,30.5900192261,Europe/Istanbul,
LTBN,,Kutahya Airport,Kutahya,Kuetahya,TR,3026,39.426700592,30.0168991089,Europe/Istanbul,
LTBO,USQ,Usak Airport,Usak,Uşak,TR,2897,38.6814994812,29.4717006683,Europe/Istanbul,
LTBP,,Yalova Airport,Ciftlikkoy,Yalova,TR,6,40.6843986511,29.3756999969,Europe/Istanbul,
LTBQ,KCO,Cengiz Topel Airport,,Kocaeli,TR,182,40.7350006104,30.0832996368,Europe/Istanbul,
LTBR,YEI,Bursa Yenisehir Airport,Bursa,Bursa,TR,764,40.2551994324,29.5625991821,Europe/Istanbul,
LTBS,DLM,Dalaman International Airport,Dalaman,Mugla,TR,20,36.7131004333,28.7924995422,Europe/Istanbul,
LTBT,,Akhisar Airport,,Manisa,TR,263,38.8088989258,27.8339004517,Europe/Istanbul,
LTBU,TEQ,Tekirdag Corlu Airport,Corlu,Tekirdag,TR,574,41.1381988525,27.9190998077,Europe/Istanbul,
LTBV,BXN,Imsik Airport,Bodrum,Mugla,TR,202,37.1400985718,27.6697006226,Europe/Istanbul,
LTBW,,Istanbul Hezarfen Airfield,Istanbul,Istanbul,TR,57,41.1035995483,28.547700882,Europe/Istanbul,
LTBX,,Samandira Air Base,Umraniye,Istanbul,TR,400,40.9930000305,29.2164993286,Europe/Istanbul,
LTBY,AOE,Anadolu University Airport,Eskisehir,Eskişehir,TR,2588,39.8098983765,30.5193996429,Europe/Istanbul,
LTBZ,KZR,Zafer Airport,Altintas,Kutahya,TR,3327,39.1090247,30.1371297052,Europe/Istanbul,
LTCA,EZS,Elazig Airport,Elazig,Elazig,TR,2927,38.6068992615,39.2914009094,Europe/Istanbul,
LTCB,OGU,Ordu–Giresun Airport,Ordu,Ordu Province,TR,18,40.966667,38.08,Europe/Istanbul,
LTCC,DIY,Diyarbakir Airport,Diyarbakir,Diyarbakir,TR,2251,37.893901825,40.2010002136,Europe/Istanbul,
LTCD,ERC,Erzincan Airport,Erzincan,Erzincan,TR,3783,39.7102012634,39.5270004272,Europe/Istanbul,
LTCE,ERZ,Erzurum International Airport,Erzurum,Erzurum,TR,5763,39.9565010071,41.1702003479,Europe/Istanbul,
LTCF,KSY,Kars Airport,Kars,Kars,TR,5889,40.5621986389,43.1150016785,Europe/Istanbul,
LTCG,TZX,Trabzon International Airport,Trabzon,Trabzon,TR,104,40.995098114,39.7896995544,Europe/Istanbul,
LTCH,SFQ,Sanliurfa Airport,Sanliurfa,Sanliurfa,TR,1483,37.0942993164,38.8470993042,Europe/Istanbul,
LTCI,VAN,Van Ferit Melen Airport,Van,Van,TR,5480,38.4682006836,43.3322982788,Europe/Istanbul,
LTCJ,BAL,Batman Airport,Batman,Batman,TR,1822,37.9290008545,41.1166000366,Europe/Istanbul,
LTCK,MSR,Mus Airport,Mus,Muş,TR,4157,38.7477989197,41.6612014771,Europe/Istanbul,
LTCL,SXZ,Siirt Airport,Siirt,Siirt,TR,2001,37.9789009094,41.8404006958,Europe/Istanbul,
LTCM,NOP,Sinop Airport,Sinop,Sinop,TR,20,42.0158004761,35.0663986206,Europe/Istanbul,
LTCN,KCM,Kahramanmaras Airport,Kahramanmaras,Kahramanmaraş,TR,1723,37.5388259888,36.9535217285,Europe/Istanbul,
LTCO,AJI,Agri Airport,Agri,Agri,TR,5462,39.6545410156,43.0259780884,Europe/Istanbul,
LTCP,ADF,Adiyaman Airport,Adiyaman,Adiyaman,TR,2216,37.7313995361,38.4688987732,Europe/Istanbul,
LTCR,MQM,Mardin Airport,Mardin,Mardin,TR,1729,37.2233009338,40.6316986084,Europe/Istanbul,
LTCS,GNY,Sanliurfa GAP Airport,Sanliurfa,Sanliurfa,TR,2708,37.4456634521,38.8955917358,Europe/Istanbul,
LTCT,IGD,Igdir Airport,Igdir,Kars,TR,3101,39.9766273499,43.8766479492,Europe/Istanbul,
LTDA,HTY,Hatay Airport,Hatay,Hatay,TR,269,36.36277771,36.2822227478,Europe/Istanbul,
LTFA,,Kaklic Airport,Izmir,Izmir,TR,13,38.5176010132,26.977399826,Europe/Istanbul,
LTFB,,Selcuk Efes Airport,Selcuk,Izmir,TR,10,37.9506988525,27.329000473,Europe/Istanbul,
LTFC,ISE,Suleyman Demirel International Airport,Isparta,Isparta,TR,2835,37.8554000854,30.3684005737,Europe/Istanbul,
LTFD,EDO,Balikesir Korfez Airport,Edremit,Balikesir,TR,50,39.554599762,27.0137996674,Europe/Istanbul,
LTFE,BJV,Milas Bodrum International Airport,Bodrum,Mugla,TR,21,37.2505989075,27.6643009186,Europe/Istanbul,
LTFG,GZP,Gazipasa Airport,Gazipasa,Antalya,TR,86,36.2992172241,32.3005981445,Europe/Istanbul,
LTFH,SZF,Samsun Carsamba Airport,Samsun,Samsun,TR,18,41.2545013428,36.5671005249,Europe/Istanbul,
LTFJ,SAW,Sabiha Gokcen International Airport,Istanbul,Istanbul,TR,312,40.898601532,29.3092002869,Europe/Istanbul,
LTFK,GKD,Imroz Airport,Gokceada,Canakkale,TR,73,40.204498291,25.8833007812,Europe/Istanbul,
LTFM,IST,Istanbul Airport,Istanbul,Istanbul,TR,325,41.275333,28752,Europe/Istanbul,
LTXE,,Karain Airport,Antalya,Hakkari,TR,1015,37.0964431763,30.6477355957,Europe/Istanbul,
LUBL,BZY,Balti International Airport,Strymba,Balţi,MD,758,47.8381004333,27.7814998627,Europe/Chisinau,
LUBM,,Marculesti International Airport,Marculesti,Floreşti,MD,312,47.862701416,28.2127990723,Europe/Chisinau,
LUCH,,Cahul International Airport,Cahul,Cahul,MD,652,45.8437995911,28.2637004852,Europe/Chisinau,
LUCL,,Chadyr Lunga Airport,,Gagauzia,MD,587,46.034994,28.851844,Europe/Chisinau,
LUKK,KIV,Chisinau International Airport,Chisinau,Chișinau-Municipality,MD,399,46.9277000427,28.9309997559,Europe/Chisinau,
LUTR,,Tiraspol Airport,Tiraspol,Stinga-Nistrului,MD,141,46.8680992126,29.5905990601,Europe/Chisinau,
LW75,,Stenkovec Brazda Airport,Brazda,,MK,1150,42.0591011047,21.3910007477,Europe/Skopje,
LWOH,OHD,Ohrid St. Paul the Apostle Airport,Ohrid,Debarca,MK,2313,41.1800003052,20.7423000336,Europe/Skopje,
LWSK,SKP,Skopje Alexander the Great Airport,Skopje,Ilinden,MK,781,41.9616012573,21.6214008331,Europe/Skopje,
LXGB,GIB,Gibraltar Airport,Gibraltar,,GI,15,36.1511993408,-5.3496599197,Europe/Madrid,
LY87,,Kovin Airport,,,RS,280,44.7743,20.9613,Europe/Belgrade,
LYBE,BEG,Belgrade Nikola Tesla Airport,Belgrad,,RS,335,44.8184013367,20.3090991974,Europe/Belgrade,
LYBJ,,Airport Lisicji Jarak,Belgrade,,RS,214,44.9369583333,20.4425555556,Europe/Belgrade,
LYBO,,Bor Airport,Bor,,RS,1266,44.0181999207,22.1371002197,Europe/Belgrade,
LYBR,IVG,Berane Airport,Berane,,ME,2287,42.8390007019,19.8619995117,Europe/Podgorica,
LYBT,BJY,Batajnica Air Base,Batajnica,,RS,265,44.935299,20.2575,Europe/Belgrade,
LYKI,,Kikinda Airport,Kikinda,,RS,266,45.768122,20.417261,Europe/Belgrade,
LYKV,,Ladevci Airport,Kraljevo,,RS,686,43.818298,20.5872,Europe/Belgrade,
LYNI,INI,Nis Airport,Nis,Central Serbia,RS,648,43.337299,21.853701,Europe/Belgrade,
LYNK,,Niksic Airport,Niksic,,ME,2008,42.7737007141,18.9148006439,Europe/Podgorica,
LYNS,QND,Cenej Airport,Novi Sad,,RS,266,45.385799,19.839199,Europe/Belgrade,
LYPG,TGD,Podgorica Airport,Podgorica,Podgorica,ME,141,42.3594017029,19.2518997192,Europe/Podgorica,
LYPO,,Cemovsko Polje Airport,Podgorica,,ME,197,42.4223175049,19.2907772064,Europe/Podgorica,
LYPR,PRN,Pristina International Airport,Prishtina,Pristina,XK,1789,42.5727996826,21.0358009338,Europe/Belgrade,
LYPT,,Batlava-Donja Penduha Airfield,Batlava,Pristina,XK,1978,42.845500946,21.2199993134,Europe/Belgrade,
LYSM,,Veliki Radinci Airfield,Sremska Mitrovica,,RS,320,45.037453,19.660661,Europe/Belgrade,
